Object Name,Event Display Name,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Is Array,Property First Seen,Property Last Seen
salesforce: opportunity updated,,Event Property,,Sync In Progress,,any,LIVE,False,False,2022-06-01,2023-12-15
salesforce: opportunity updated,,Event Property,,Sync to Outreach,,,UNEXPECTED,False,False,2024-03-07,2025-03-13
salesforce: opportunity updated,,Event Property,,System Modstamp,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Target Account Grade,,any,LIVE,False,False,2022-06-30,2025-03-13
salesforce: opportunity updated,,Event Property,,Tech Partners in Evaluation,,any,LIVE,False,False,2022-06-02,2025-02-18
salesforce: opportunity updated,,Event Property,,Technical Champion,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Technical Pain (Why buy from Amplitude?),,,UNEXPECTED,False,False,2023-07-06,2025-03-13
salesforce: opportunity updated,,Event Property,,Technical Win confirmed,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
salesforce: opportunity updated,,Event Property,,Test Record,,,UNEXPECTED,False,False,2024-03-15,2025-03-13
salesforce: opportunity updated,,Event Property,,Thanks,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Total Amount,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Transition Plan Link,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Trigger Opportunity Notification,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Type,,any,LIVE,False,False,2020-04-08,2025-03-13
salesforce: opportunity updated,,Event Property,,Uplift ARR,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,Usage Quota,,,UNEXPECTED,False,False,2023-01-11,2025-03-13
salesforce: opportunity updated,,Event Property,,Usage Term,,,UNEXPECTED,False,False,2023-01-11,2025-03-13
salesforce: opportunity updated,,Event Property,,Value Map (link),,,UNEXPECTED,False,False,2023-10-23,2025-03-13
salesforce: opportunity updated,,Event Property,,Velocity to Emerging Hand-off,,,UNEXPECTED,False,False,2024-09-13,2025-03-13
salesforce: opportunity updated,,Event Property,,Weekly Allotment %,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Why they bought Amplitude,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Win Report Sent,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,WLU 4wk,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Won,,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,Workshop Scheduled,,,UNEXPECTED,False,False,2024-06-21,2025-03-13
salesforce: opportunity updated,,Event Property,,zzz SC Product Feedback,,,UNEXPECTED,False,False,2024-01-17,2024-03-01
salesforce: opportunity updated,,Event Property,,zzz SE Product Feedback,,,UNEXPECTED,False,False,2024-03-11,2025-03-12
salesforce: opportunity updated,,Event Property,,ZZZ-Amplitude Preferred Vendor,,any,LIVE,False,False,2022-06-01,2023-07-05
salesforce: opportunity updated,,Event Property,,ZZZ-Aud Syncs & Models ARR (Ending),,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Aud Syncs & Models ARR (Forecast),,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Audiences Syncs ARR (Ending),,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Audiences Syncs ARR (Forecast),,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Authority,,any,LIVE,False,False,2022-06-01,2023-08-25
salesforce: opportunity updated,,Event Property,,ZZZ-Champion is,,any,LIVE,False,False,2022-06-01,2023-04-03
salesforce: opportunity updated,,Event Property,,ZZZ-Decision Criteria,,any,LIVE,False,False,2022-06-02,2023-05-26
salesforce: opportunity updated,,Event Property,,ZZZ-Decision Process,,any,LIVE,False,False,2022-06-01,2023-05-26
salesforce: opportunity updated,,Event Property,,ZZZ-Engage ARR,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Engage ARR (Forecast),,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Engagement with Economics Buyer,,any,LIVE,False,False,2022-06-02,2023-10-30
salesforce: opportunity updated,,Event Property,,ZZZ-Experiment ARR (Ending),,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Experiment ARR (Forecast),,,UNEXPECTED,False,False,2025-02-21,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Identify Pain,,any,LIVE,False,False,2022-06-01,2024-01-10
salesforce: opportunity updated,,Event Property,,ZZZ-Identify Pain (Detail),,any,LIVE,False,False,2022-06-01,2024-01-10
salesforce: opportunity updated,,Event Property,,ZZZ-Metrics,,any,LIVE,False,False,2022-06-01,2023-05-26
salesforce: opportunity updated,,Event Property,,ZZZ-Paper Process,,any,LIVE,False,False,2022-06-02,2022-07-20
salesforce: opportunity updated,,Event Property,,zzz-Partner Contact,,,UNEXPECTED,False,False,2025-02-11,2025-02-25
salesforce: opportunity updated,,Event Property,,ZZZ-Previous Solutions Attempted,,any,LIVE,False,False,2022-06-02,2023-10-03
salesforce: opportunity updated,,Event Property,,"ZZZ-Procurement, Legal, Security Engaged",,any,LIVE,False,False,2022-06-01,2025-03-13
salesforce: opportunity updated,,Event Property,,ZZZ-Testing Activities - Champion,,any,LIVE,False,False,2022-06-02,2022-12-28
salesforce: opportunity updated,,Event Property,,ZZZ-Usage Quota,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
scholarship,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
scholarship,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
scholarship,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
scholarship,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
scholarship,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
scholarship,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
scholarship,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
Search Card Clicked,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
Search Card Clicked,,Event Property,,title,,any,LIVE,False,False,2018-07-03,2025-06-07
Search clicked,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
Search clicked,,Event Property,,Page name,,any,LIVE,False,False,2020-10-16,2022-01-26
Search clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
search page,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
search page,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Search Result Selected,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
Search Result Selected,,Event Property,,query,,string,LIVE,False,False,2021-05-24,2025-06-07
Search Result Selected,,Event Property,,searchResult,,any,LIVE,False,False,2021-05-24,2023-08-21
Search Result Selected,,Event Property,,title,,string,LIVE,True,False,2018-07-03,2025-06-07
Searched,,Event Property,,[Amplitude] Session Recorded,,,UNEXPECTED,False,False,2023-08-01,2025-06-05
Searched,,Event Property,,[Amplitude] Session Replay ID,,,UNEXPECTED,False,False,2023-12-15,2025-06-07
Searched,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
Searched,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Searched,,Event Property,,query,,string,LIVE,False,False,2021-05-24,2025-06-07
secondary-event,,Event Property,,flag_key,,any,UNEXPECTED,False,False,2025-05-30,2025-05-30
secondary-event,,Event Property,,price,,any,UNEXPECTED,False,False,2025-05-30,2025-05-30
secondary-event,,Event Property,,variant,,any,UNEXPECTED,False,False,2019-01-24,2025-06-04
security_test,,Event Property,,source,,any,UNEXPECTED,False,False,2018-07-03,2025-05-14
signup: form experiment variant assigned,,Event Property,,marketo form id,,number,LIVE,False,False,2019-01-30,2024-02-13
signup: form experiment variant assigned,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
signup: form experiment variant assigned,,Event Property,,value,,any,LIVE,False,False,2021-07-29,2025-02-20
signup: short signup form submitted,,Event Property,,marketo form id,,number,LIVE,False,False,2019-01-30,2024-02-13
signup: short signup form submitted,,Event Property,,pageUrl,,string,LIVE,True,False,2021-05-20,2025-06-07
signup: short signup form submitted,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
signup: submit form,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
signup: submit form,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,email-only form,true/false for Mutiny experience 'Email only signup'. user filled out the email-only version of the form. see: https://docs.google.com/document/d/1tVkRE0ofcCNB1bNMheki0-XX0guyeaSyVfpVAMqQoq4/edit#heading=h.8qxu2hb3nvv8,any,LIVE,False,False,2018-09-21,2019-09-12
signup: submit form,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,location,for Mutiny experience 'Email only signup'. designates whether person signed up via the top nav or the homepage hero section. see: https://docs.google.com/document/d/1tVkRE0ofcCNB1bNMheki0-XX0guyeaSyVfpVAMqQoq4/edit#heading=h.8qxu2hb3nvv8,any,LIVE,False,False,2018-06-29,2025-06-07
signup: submit form,,Event Property,,path,for Mutiny experience 'Email only signup'. URL path of the current page on which the person submits the signup form. see: https://docs.google.com/document/d/1tVkRE0ofcCNB1bNMheki0-XX0guyeaSyVfpVAMqQoq4/edit#heading=h.8qxu2hb3nvv8,any,LIVE,False,False,2018-06-29,2025-06-07
signup: submit form,,Event Property,,Phone,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form,,Event Property,,reason,"if success = false, indicate why it failed. Options: ""missing field"", ""email exists"",...anything else?",any,LIVE,False,False,2018-07-04,2025-01-11
signup: submit form,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
signup: submit form,,Event Property,,success,boolean: true or false,any,LIVE,False,False,2018-07-03,2025-06-07
signup: submit form clicked,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
signup: submit form clicked,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,email-only form,,any,LIVE,False,False,2018-09-21,2019-09-12
signup: submit form clicked,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,location,,string,LIVE,False,False,2018-06-29,2025-06-07
signup: submit form clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
signup: submit form clicked,,Event Property,,Phone,,any,LIVE,False,False,2018-10-24,2025-06-07
signup: submit form clicked,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
signup: submit form clicked,,Event Property,,success,,any,LIVE,False,False,2018-07-03,2025-06-07
signup: view form,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
signup: view form,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
signup: view form,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
signup: view form,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
signup: view form,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
signup: view form,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
signup: view form,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
simplified homepage: mouse over gif preview,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
simplified homepage: mouseover gif preview,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Slider clicked,,Event Property,,Country site,,string,LIVE,False,False,2020-11-10,2023-07-10
Slider clicked,,Event Property,,Module,,any,LIVE,False,False,2020-07-22,2024-02-13
Slider clicked,,Event Property,,Option,,any,LIVE,False,False,2020-07-22,2024-02-13
Slider clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
solutions: conversion,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: conversion,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: conversion,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: conversion,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: conversion,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
solutions: conversion,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
solutions: conversion,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
solutions: engagement,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: engagement,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: engagement,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: engagement,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: engagement,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
solutions: engagement,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
solutions: engagement,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
solutions: product strategy,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: product strategy,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: product strategy,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: product strategy,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: product strategy,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
solutions: product strategy,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
solutions: product strategy,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
solutions: retention,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: retention,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: retention,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: retention,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
solutions: retention,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
solutions: retention,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
solutions: retention,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
submit form,,Event Property,,_mkto_trk,,any,LIVE,False,False,,
submit form,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,16LYdrHsGmiCCKqYYOQ0yw,,any,LIVE,False,False,,
submit form,,Event Property,,19TKZXswTQGeEKiKgKwaaw,,any,LIVE,False,False,,
submit form,,Event Property,,20Uz7rfdwk2uMoccoCCSiE,,any,LIVE,False,False,,
submit form,,Event Property,,4eaDxylXnaUskKy4MEWcgC,,any,LIVE,False,False,,
submit form,,Event Property,,4L8bjhAU76euAwucw26ow,,any,LIVE,False,False,,
submit form,,Event Property,,6LsSKilqZqSQ484Cm0SEEc,,any,LIVE,False,False,,
submit form,,Event Property,,6nmN6OVe7hWOzkobphPqN7,,any,LIVE,False,False,,
submit form,,Event Property,,7xWmbCHZnOYqIwAuGy2yga,,any,LIVE,False,False,,
submit form,,Event Property,,A_Role__c (SFDC Lead),,any,LIVE,False,False,,
submit form,,Event Property,,Address,,any,LIVE,False,False,2020-09-18,2024-11-26
submit form,,Event Property,,ahtEpS4QBGE4iQA4uIAWy,,any,LIVE,False,False,,
submit form,,Event Property,,all scholarship criteria checked,,any,LIVE,False,False,2019-10-02,2021-03-13
submit form,,Event Property,,Bambu_blaid__c,,any,LIVE,False,False,2020-09-09,2025-05-06
submit form,,Event Property,,campaign,,any,LIVE,False,False,,
submit form,,Event Property,,campaignContent,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,campaignID,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,campaignMedium,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,campaignSource,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,campaignTerm,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,CheckBox,,any,LIVE,False,False,,
submit form,,Event Property,,City,,any,LIVE,False,False,2020-09-23,2024-11-26
submit form,,Event Property,,Company,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,companylessthan2years,,any,LIVE,False,False,2019-09-16,2019-11-28
submit form,,Event Property,,ConfirmEmail,,any,LIVE,False,False,2019-07-20,2020-10-14
submit form,,Event Property,,Contact_Sales_Notes__c,,any,LIVE,False,False,2018-10-24,2023-08-10
submit form,,Event Property,,content,,any,LIVE,False,False,2020-03-24,2021-02-01
submit form,,Event Property,,cookie,,any,LIVE,False,False,2018-10-24,2021-04-05
submit form,,Event Property,,Country,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,Country site,,any,LIVE,False,False,2020-11-10,2023-07-10
submit form,,Event Property,,Current_Amplitude_Customers__c,,any,LIVE,False,False,2020-09-18,2020-10-19
submit form,,Event Property,,Current_Companies_Engaged__c,,any,LIVE,False,False,2020-09-18,2020-10-19
submit form,,Event Property,,DSCORGPKG__Job_Function__c,,any,LIVE,False,False,2023-02-08,2025-06-06
submit form,,Event Property,,Email,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,email-only form,,any,LIVE,False,False,2018-09-21,2019-09-12
submit form,,Event Property,,FirstName,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,followupLpId,,any,LIVE,False,False,2020-08-28,2025-06-06
submit form,,Event Property,,form layout,,any,LIVE,False,False,2019-02-13,2024-02-13
submit form,,Event Property,,form name,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,formid,,any,LIVE,False,False,2021-05-24,2025-06-07
submit form,,Event Property,,FullName,,any,LIVE,False,False,2019-03-28,2019-05-03
submit form,,Event Property,,fundinglessthan5million,,any,LIVE,False,False,2019-09-16,2019-11-28
submit form,,Event Property,,gclid,,any,LIVE,False,False,2020-09-10,2025-06-07
submit form,,Event Property,,GCLID__c,,any,LIVE,False,False,2020-08-26,2025-06-07
submit form,,Event Property,,generic embed,,any,LIVE,False,False,,
submit form,,Event Property,,Geographic_Focus__c,,any,LIVE,False,False,2020-09-18,2020-10-19
submit form,,Event Property,,howCanWeHelp,,any,LIVE,False,False,2018-10-25,2023-08-22
submit form,,Event Property,,inquiryType,,any,LIVE,False,False,2018-10-25,2023-08-22
submit form,,Event Property,,Integration_Status__c,,any,LIVE,False,False,2020-10-06,2020-10-19
submit form,,Event Property,,Integration_Type__c,,any,LIVE,False,False,2020-10-06,2020-10-15
submit form,,Event Property,,Integration_Validation__c,,any,LIVE,False,False,2020-10-06,2020-10-19
submit form,,Event Property,,Job_Level__c,,any,LIVE,False,False,2020-08-24,2025-06-06
submit form,,Event Property,,keepCalm1,,any,LIVE,False,False,2020-03-27,2020-09-15
submit form,,Event Property,,keepCalm2,,any,LIVE,False,False,2020-03-27,2020-10-12
submit form,,Event Property,,keepCalm3,,any,LIVE,False,False,2020-04-09,2020-10-07
submit form,,Event Property,,keepCalm4,,any,LIVE,False,False,2020-04-16,2020-10-07
submit form,,Event Property,,keepCalmAll,,any,LIVE,False,False,2020-03-27,2020-05-14
submit form,,Event Property,,Key_Joint_Customers__c,,any,LIVE,False,False,2020-09-18,2020-10-15
submit form,,Event Property,,LastName,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,LeadStatus,,any,LIVE,False,False,2020-09-18,2020-10-19
submit form,,Event Property,,lessthan20employees,,any,LIVE,False,False,2019-09-16,2019-11-28
submit form,,Event Property,,location,,any,LIVE,False,False,2018-06-29,2025-06-07
submit form,,Event Property,,lpId,,any,LIVE,False,False,2021-05-24,2025-06-06
submit form,,Event Property,,lpurl,,any,LIVE,False,False,2021-05-24,2025-06-06
submit form,,Event Property,,marketingOperationsField3,,any,LIVE,False,False,2020-08-28,2025-04-17
submit form,,Event Property,,marketingOperationsField4,,any,LIVE,False,False,2020-10-09,2022-04-07
submit form,,Event Property,,marketo embed,,any,LIVE,False,False,,
submit form,,Event Property,,marketo form id,,any,LIVE,False,False,2019-01-30,2024-02-13
submit form,,Event Property,,mkto_Job_Function__c,,any,LIVE,False,False,2020-08-24,2025-04-07
submit form,,Event Property,,mobileWeb,,any,LIVE,False,False,2021-01-27,2021-01-27
submit form,,Event Property,,Module,,any,LIVE,False,False,2020-07-22,2024-02-13
submit form,,Event Property,,munchkinId,,any,LIVE,False,False,2021-01-27,2025-06-07
submit form,,Event Property,,Notes__c,,any,LIVE,False,False,2020-09-18,2020-10-15
submit form,,Event Property,,Other_Analytics_Solutions__c,,any,LIVE,False,False,2020-09-18,2020-10-15
submit form,,Event Property,,Partnership_Type__c,,any,LIVE,False,False,2020-10-06,2020-10-19
submit form,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
submit form,,Event Property,,Phone,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,privacyPolicyAgreement,,any,LIVE,False,False,2020-03-05,2025-06-07
submit form,,Event Property,,reason,Reason for a failed signup form submission. Only populates if `success`= `False`,any,LIVE,False,False,2018-07-04,2025-01-11
submit form,,Event Property,,reason.field,,any,LIVE,False,False,2021-01-27,2021-08-19
submit form,,Event Property,,reason.message,,any,LIVE,False,False,2021-01-27,2021-08-19
submit form,,Event Property,,RecordTypeId,,any,LIVE,False,False,2020-09-18,2020-10-19
submit form,,Event Property,,ref,,any,LIVE,False,False,2018-10-24,2021-02-22
submit form,,Event Property,,referrer,,any,LIVE,False,False,2020-08-26,2025-06-07
submit form,,Event Property,,referring_domain,,any,LIVE,False,False,2020-08-26,2025-06-07
submit form,,Event Property,,Scholarship_Partner__c,,any,LIVE,False,False,2019-10-03,2025-06-06
submit form,,Event Property,,State,,any,LIVE,False,False,2020-08-28,2025-06-02
submit form,,Event Property,,subId,,any,LIVE,False,False,2021-05-24,2025-06-06
submit form,,Event Property,,subscribeOptin,,any,LIVE,False,False,2019-01-31,2025-06-07
submit form,,Event Property,,success,,any,LIVE,False,False,2018-07-03,2025-06-07
submit form,,Event Property,,Technology_Category__c,,any,LIVE,False,False,2020-10-06,2020-10-19
submit form,,Event Property,,tinasemail,,any,LIVE,False,False,2020-09-02,2020-09-02
submit form,,Event Property,,title,,any,LIVE,False,False,2018-07-03,2025-06-07
submit form,,Event Property,,Title,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form,,Event Property,,topic,,any,LIVE,False,False,2018-07-06,2019-07-17
submit form,,Event Property,,Types_of_Services__c,,any,LIVE,False,False,2020-09-18,2020-10-15
submit form,,Event Property,,undefined,,any,LIVE,False,False,2020-05-20,2020-09-24
submit form,,Event Property,,url,,any,LIVE,False,False,2018-07-05,2025-06-07
submit form,,Event Property,,utm_content,,any,LIVE,False,False,2020-09-10,2025-06-07
submit form,,Event Property,,v5PuvkWHtdIxSGGczc5hn,,any,LIVE,False,False,,
submit form,,Event Property,,venturePartner,,any,LIVE,False,False,2020-05-06,2020-05-06
submit form,,Event Property,,w_linkedin_url__c,,any,LIVE,False,False,2020-06-18,2020-10-15
submit form,,Event Property,,webinarSessionSelections,,any,LIVE,False,False,2020-04-14,2025-06-07
submit form,,Event Property,,webinarSignupQuestions,,any,LIVE,False,False,2019-08-06,2020-02-12
submit form,,Event Property,,Website,,any,LIVE,False,False,2019-11-09,2025-06-06
submit form clicked,,Event Property,,_mktoReferrer,,any,LIVE,False,False,2018-10-24,2025-06-07
submit form clicked,,Event Property,,0,,any,LIVE,False,False,,
submit form clicked,,Event Property,,1,,any,LIVE,False,False,,
submit form clicked,,Event Property,,16LYdrHsGmiCCKqYYOQ0yw,,any,LIVE,False,False,,
submit form clicked,,Event Property,,19TKZXswTQGeEKiKgKwaaw,,any,LIVE,False,False,,
submit form clicked,,Event Property,,2,,any,LIVE,False,False,,
submit form clicked,,Event Property,,20Uz7rfdwk2uMoccoCCSiE,,any,LIVE,False,False,,
submit form clicked,,Event Property,,3,,any,LIVE,False,False,,
submit form clicked,,Event Property,,4,,any,LIVE,False,False,,
submit form clicked,,Event Property,,4eaDxylXnaUskKy4MEWcgC,,any,LIVE,False,False,,
submit form clicked,,Event Property,,4L8bjhAU76euAwucw26ow,,any,LIVE,False,False,,
submit form clicked,,Event Property,,5,,any,LIVE,False,False,,
submit form clicked,,Event Property,,6,,any,LIVE,False,False,,
submit form clicked,,Event Property,,6LsSKilqZqSQ484Cm0SEEc,,any,LIVE,False,False,,
submit form clicked,,Event Property,,6nmN6OVe7hWOzkobphPqN7,,any,LIVE,False,False,,
submit form clicked,,Event Property,,7xWmbCHZnOYqIwAuGy2yga,,any,LIVE,False,False,,
submit form clicked,,Event Property,,A_Role__c (SFDC Lead),,any,LIVE,False,False,,
submit form clicked,,Event Property,,Address,,any,LIVE,False,False,2020-09-18,2024-11-26
